-0.048256963	0.0326693	-0.09771786	-0.03246906	-0.044321164	-0.055746872	-0.013062925	-0.021901926	-0.019349162	-0.0036751353	0.039151445	-0.04429382	0.09050707	-0.0027491564	0.053023826	-0.005074022
0.042964194	0.068228506	-0.14007163	0.011497322	-0.075758904	-0.06087461	-0.0009640373	-0.013650707	0.034812797	-0.031655513	-0.002031242	-0.04227495	0.063590236	-0.010063842	0.03157091	0.053645924
-0.031181535	0.09788631	-0.03619092	-0.027863825	-0.008969196	-0.14213826	0.0010272898	-0.1137386	-0.017197825	-0.065410934	-0.00827608	-0.058815196	0.06921968	-0.0275012	0.08370305	-0.0007774203
-0.05796072	0.0455289	-0.091344215	-0.07662009	-0.075716	-0.13911627	-0.05119902	-0.061799068	0.02458166	-0.03937094	0.01948723	-0.059072495	0.057711348	0.028008372	0.010928925	0.0042875903
0.029944891	0.054038536	-0.021770258	-0.020059414	-0.027325863	-0.06327945	0.018185223	-0.0064116856	-0.045846906	0.06292624	0.016981889	-0.051583823	0.039460883	-0.019510752	0.058554158	-0.06856707
-0.024925377	0.0977339	-0.1263534	-0.052936763	-0.06277686	-0.046184655	0.04968183	-0.041012574	0.05561927	0.011802698	-0.045767248	-0.058908883	0.09679014	0.050718702	0.021150894	0.06029388
0.032207087	0.07806681	-0.09807497	0.013894821	-0.0025536723	-0.1348399	-0.048129916	-0.0314785	-0.023119772	-0.00958677	0.0696913	0.014147682	0.073895454	-0.018581958	0.07010208	-0.049447168
-0.036755815	0.0909441	-0.06877128	0.01887603	-0.09727361	-0.1350536	-0.03385035	-0.0354324	-0.019686384	-0.013634577	-0.012067668	0.0030687833	-0.007318718	0.053722825	-0.023317304	-0.0063900813
-0.02008588	0.02425312	-0.08804745	-0.037287753	0.037129883	-0.13396665	0.021100126	-0.015974011	0.053784367	0.019546032	0.0113196215	-0.053514246	0.0428161	0.031470686	0.06310719	0.08642562
0.04725073	0.076525174	-0.004226023	-0.06344011	-0.015870383	-0.045005035	0.02522355	-0.013605414	-0.00097503536	-0.07428476	-0.004530045	-0.039070822	-0.063685544	0.0033859538	0.082262	-0.049515158
0.014003578	0.082711115	-0.09645083	0.014575038	0.016663408	0.02682116	0.0057076006	0.008206648	-0.039886564	0.00431834	-0.07226946	-0.010936421	0.013001236	-0.002309436	0.1228993	0.03216213
-0.005004258	0.069125496	-0.08195685	-0.06974293	0.010084799	-0.105482765	-0.0023899719	0.009987721	0.03414497	0.032571416	0.013279566	0.016502503	0.10341151	0.064223684	-0.035168786	-0.0011454816
-0.028424127	0.110447615	-0.05573772	0.04094714	0.019532759	0.029533662	-0.04003212	-0.0049338653	-0.03819071	-0.09672333	0.03055383	-0.082491934	0.0921327	-0.004022715	-0.057920963	0.00868209
-0.077981636	-0.00721899	-0.09282966	0.03712324	-0.044515748	-0.15139544	-0.0039520715	-0.0312859	-0.07188129	0.023314137	0.05202473	0.089644216	0.07492736	0.027195541	-0.017305871	-0.05115202
-0.039225917	0.030796323	-0.09451635	-0.054885007	-0.036472145	-0.034818836	-0.037806477	-0.09043348	-0.031017395	-0.029523268	-0.008322283	0.007838329	0.0071089575	-0.011744165	0.016531778	0.0063674673
0.010189323	0.037015658	-0.02094778	0.027493045	-0.014608302	-0.099149056	-0.06162849	0.02933707	0.006292545	-0.010176111	0.01184081	0.007205712	0.071343035	-0.031598322	0.0375673	0.046784647
-0.029330771	0.10520125	-0.0756452	0.004094084	-0.01866919	-0.18578847	-0.017935988	-0.055907913	-0.026328119	-0.026834251	0.04907126	0.002117013	0.08282351	-0.0644421	-0.024188561	0.009736216
-0.03183156	0.08786008	-0.009436611	-0.047367446	-0.049216587	-0.09391804	0.04785681	0.04177892	0.012109892	-0.016618252	0.013347476	-0.056088947	0.01821743	0.008331692	0.101437435	-0.0069432743
-0.05411526	-0.02815032	-0.10658411	0.005460216	0.03903831	-0.018659636	-0.00025119056	0.022171205	0.028416898	0.08923215	-0.025210464	0.0070931967	-0.05204979	0.011520145	0.03307845	-0.006141351
0.032401405	0.058272835	-0.116874255	0.01121868	0.0043858397	-0.09534951	-0.017912474	-0.018767865	0.032980382	-0.043367628	-0.009276572	-0.112880126	0.057862062	0.060617305	0.12571174	0.019903269
0.005242121	0.10444559	0.0064808973	-0.0044785677	-0.12022431	-0.116880104	-0.009900833	0.02176613	0.024444008	0.003667246	-0.01551531	-0.012250379	0.01573433	0.07056622	0.06851834	-0.023051929
0.021774728	0.013339911	0.035330333	-0.010823839	-0.051632375	-0.04275175	-0.026765157	0.083047494	-0.020529559	0.06025696	-0.04878941	0.008911221	0.11744164	0.08354669	0.014735201	0.041937962
0.07948138	0.04437698	-0.055872966	-0.07511644	-0.042263117	-0.058675464	-0.046280637	-0.09090801	-0.023401767	-0.058916006	-0.03196027	0.031908706	-0.08479835	-0.04690809	0.025748808	-0.044196364
-0.01890095	0.074376665	-0.01818834	-0.048567902	-0.07038402	0.05522693	0.0696084	0.017509796	0.009374043	-0.025510367	-0.08066463	0.013935287	0.0021648516	0.049024474	-0.0434228	0.080031976
-0.017451957	0.13202418	-0.08581877	-0.029280659	-0.026324498	-0.064536884	0.033016585	-0.037409067	0.051230725	-0.024342906	0.015274087	-0.040110942	0.033035412	-0.019863868	0.08273083	-0.02001466
0.018434703	0.05856343	-0.09383321	-0.0053427657	-0.06460037	-0.12737833	0.034726925	-0.015582789	0.098101564	0.119826145	0.083240926	0.067263454	0.104730025	0.098050825	0.013743276	0.10307093
-0.012863269	0.06302164	-0.04636275	0.033657584	-0.045917813	-0.06765307	0.0154864	-0.091037974	-0.08154745	-0.059541646	0.08300155	-0.0162002	-0.0013850479	-0.08719303	-0.031694572	-0.008254149
-0.08126793	0.007894544	0.0351154	0.016860897	0.0073580476	0.044640146	0.048434015	-0.04438721	-0.05804695	0.044041384	-0.024444293	-0.029812375	0.11449511	0.022623507	0.10255856	-0.021566996
-0.00059708173	-0.028756423	0.07476596	-0.011940781	-0.05878978	-0.07085822	-0.08580285	0.05863279	0.011345129	-0.03687651	-0.15560116	-0.04089363	-0.0003309029	0.022674298	-0.017854199	-0.10884465
